"KMETIJSKE KULTURE","LETO","STATISTIÈNA REGIJA",Povpreèni pridelek (t/ha) pomembnejših kmetijskih kultur
"Deteljno travne mešanice (1 do 5 let)","2017","Jugovzhodna Slovenija",6.7
"Deteljno travne mešanice (1 do 5 let)","2017","Osrednjeslovenska",5.2
"Deteljno travne mešanice (1 do 5 let)","2017","Gorenjska",8.3
"Deteljno travne mešanice (1 do 5 let)","2017","Primorsko-notranjska",5.2
"Deteljno travne mešanice (1 do 5 let)","2017","Goriška",6.4
"Deteljno travne mešanice (1 do 5 let)","2017","Obalno-kraška",4.1
"Deteljno travne mešanice (1 do 5 let)","2018","Pomurska",6.9
"Deteljno travne mešanice (1 do 5 let)","2018","Podravska",7.8
"Deteljno travne mešanice (1 do 5 let)","2018","Koroška",7.6
"Deteljno travne mešanice (1 do 5 let)","2018","Savinjska",8.3
"Deteljno travne mešanice (1 do 5 let)","2018","Zasavska",4.4
"Deteljno travne mešanice (1 do 5 let)","2018","Posavska",8.1
"Deteljno travne mešanice (1 do 5 let)","2018","Jugovzhodna Slovenija",9.4
"Deteljno travne mešanice (1 do 5 let)","2018","Osrednjeslovenska",6.5
"Deteljno travne mešanice (1 do 5 let)","2018","Gorenjska",8.2
"Deteljno travne mešanice (1 do 5 let)","2018","Primorsko-notranjska",6.7
"Deteljno travne mešanice (1 do 5 let)","2018","Goriška",9.5
"Deteljno travne mešanice (1 do 5 let)","2018","Obalno-kraška",4.6
"Deteljno travne mešanice (1 do 5 let)","2019","Pomurska",7.3
"Deteljno travne mešanice (1 do 5 let)","2019","Podravska",7.8
"Deteljno travne mešanice (1 do 5 let)","2019","Koroška",7.8
"Deteljno travne mešanice (1 do 5 let)","2019","Savinjska",8.3
"Deteljno travne mešanice (1 do 5 let)","2019","Zasavska",4.8
"Deteljno travne mešanice (1 do 5 let)","2019","Posavska",8.5
"Deteljno travne mešanice (1 do 5 let)","2019","Jugovzhodna Slovenija",8.6
"Deteljno travne mešanice (1 do 5 let)","2019","Osrednjeslovenska",7.2
"Deteljno travne mešanice (1 do 5 let)","2019","Gorenjska",8.3
"Deteljno travne mešanice (1 do 5 let)","2019","Primorsko-notranjska",5.6
"Deteljno travne mešanice (1 do 5 let)","2019","Goriška",6.4
"Deteljno travne mešanice (1 do 5 let)","2019","Obalno-kraška",4.8
"Detelja","2010","Pomurska",7.8
"Detelja","2010","Podravska",5.8
"Detelja","2010","Koroška",7.7
"Detelja","2010","Savinjska",8.9
"Detelja","2010","Zasavska",5.1
"Detelja","2010","Posavska",7.6
"Detelja","2010","Jugovzhodna Slovenija",7.5
"Detelja","2010","Osrednjeslovenska",6.5
"Detelja","2010","Gorenjska",7.5
"Detelja","2010","Primorsko-notranjska",5.1
"Detelja","2010","Goriška",9.6
"Detelja","2010","Obalno-kraška",5.5
"Detelja","2011","Pomurska",7.7
"Detelja","2011","Podravska",5.9
"Detelja","2011","Koroška",7.5
"Detelja","2011","Savinjska",8.7
"Detelja","2011","Zasavska",5.0
"Detelja","2011","Posavska",6.7
"Detelja","2011","Jugovzhodna Slovenija",8.4
"Detelja","2011","Osrednjeslovenska",6.7
"Detelja","2011","Gorenjska",7.3
"Detelja","2011","Primorsko-notranjska",5.5
"Detelja","2011","Goriška",9.8
"Detelja","2011","Obalno-kraška",5.2
"Detelja","2012","Pomurska",4.8
"Detelja","2012","Podravska",4.9
"Detelja","2012","Koroška",7.3
"Detelja","2012","Savinjska",7.6
"Detelja","2012","Zasavska",4.4
"Detelja","2012","Posavska",6.1
"Detelja","2012","Jugovzhodna Slovenija",6.3
"Detelja","2012","Osrednjeslovenska",5.7
"Detelja","2012","Gorenjska",7.8
"Detelja","2012","Primorsko-notranjska",4.4
"Detelja","2012","Goriška",5.4
"Detelja","2012","Obalno-kraška",2.2
"Detelja","2013","Pomurska",4.7
"Detelja","2013","Podravska",4.2
"Detelja","2013","Koroška",6.2
"Detelja","2013","Savinjska",5.7
"Detelja","2013","Zasavska",5.5
"Detelja","2013","Posavska",5.6
"Detelja","2013","Jugovzhodna Slovenija",6.0
"Detelja","2013","Osrednjeslovenska",5.7
"Detelja","2013","Gorenjska",5.8
"Detelja","2013","Primorsko-notranjska",4.5
"Detelja","2013","Goriška",7.0
"Detelja","2013","Obalno-kraška",3.6
"Detelja","2014","Pomurska",7.1
"Detelja","2014","Podravska",4.9
"Detelja","2014","Koroška",6.5
"Detelja","2014","Savinjska",7.9
"Detelja","2014","Zasavska",5.3
"Detelja","2014","Posavska",7.2
"Detelja","2014","Jugovzhodna Slovenija",9.1
"Detelja","2014","Osrednjeslovenska",6.1
"Detelja","2014","Gorenjska",8.2
"Detelja","2014","Primorsko-notranjska",5.7
"Detelja","2014","Goriška",9.3
"Detelja","2014","Obalno-kraška",5.6
"Detelja","2015","Pomurska",6.8
"Detelja","2015","Podravska",5.9
"Detelja","2015","Koroška",6.5
"Detelja","2015","Savinjska",8.9
"Detelja","2015","Zasavska",5.8
"Detelja","2015","Posavska",7.8
"Detelja","2015","Jugovzhodna Slovenija",9.4
"Detelja","2015","Osrednjeslovenska",6.6
"Detelja","2015","Gorenjska",7.9
"Detelja","2015","Primorsko-notranjska",5.6
"Detelja","2015","Goriška",8.4
"Detelja","2015","Obalno-kraška",4.7
"Detelja","2016","Pomurska",7.0
"Detelja","2016","Podravska",6.2
"Detelja","2016","Koroška",6.8
"Detelja","2016","Savinjska",8.8
"Detelja","2016","Zasavska",8.0
"Detelja","2016","Posavska",8.0
"Detelja","2016","Jugovzhodna Slovenija",10.4
"Detelja","2016","Osrednjeslovenska",6.5
"Detelja","2016","Gorenjska",8.5
"Detelja","2016","Primorsko-notranjska",5.6
"Detelja","2016","Goriška",7.6
"Detelja","2016","Obalno-kraška",4.6
"Detelja","2017","Pomurska",5.5
"Detelja","2017","Podravska",5.6
"Detelja","2017","Koroška",6.8
"Detelja","2017","Savinjska",7.0
"Detelja","2017","Zasavska",4.0
"Detelja","2017","Posavska",5.1
"Detelja","2017","Jugovzhodna Slovenija",6.7
"Detelja","2017","Osrednjeslovenska",5.8
"Detelja","2017","Gorenjska",8.2
"Detelja","2017","Primorsko-notranjska",4.5
"Detelja","2017","Goriška",6.6
"Detelja","2017","Obalno-kraška",3.9
"Detelja","2018","Pomurska",6.1
"Detelja","2018","Podravska",6.7
"Detelja","2018","Koroška",7.4
"Detelja","2018","Savinjska",8.9
"Detelja","2018","Zasavska",4.4
"Detelja","2018","Posavska",7.6
"Detelja","2018","Jugovzhodna Slovenija",9.8
"Detelja","2018","Osrednjeslovenska",6.5
"Detelja","2018","Gorenjska",8.0
"Detelja","2018","Primorsko-notranjska",6.1
"Detelja","2018","Goriška",8.9
"Detelja","2018","Obalno-kraška",5.0
"Detelja","2019","Pomurska",6.1
"Detelja","2019","Podravska",6.9
"Detelja","2019","Koroška",7.6
"Detelja","2019","Savinjska",9.1
"Detelja","2019","Zasavska",4.1
"Detelja","2019","Posavska",9.0
"Detelja","2019","Jugovzhodna Slovenija",8.8
"Detelja","2019","Osrednjeslovenska",6.9
"Detelja","2019","Gorenjska",7.9
"Detelja","2019","Primorsko-notranjska",5.7
"Detelja","2019","Goriška",6.6
"Detelja","2019","Obalno-kraška",5.0
"Lucerna","2010","Pomurska",8.9
"Lucerna","2010","Podravska",6.5
"Lucerna","2010","Koroška",8.2
"Lucerna","2010","Savinjska",8.8
"Lucerna","2010","Zasavska",8.0
"Lucerna","2010","Posavska",7.8
"Lucerna","2010","Jugovzhodna Slovenija",8.3
"Lucerna","2010","Osrednjeslovenska",8.2
"Lucerna","2010","Gorenjska",7.7
"Lucerna","2010","Primorsko-notranjska",5.5
"Lucerna","2010","Goriška",9.2
"Lucerna","2010","Obalno-kraška",6.3
"Lucerna","2011","Pomurska",9.2
"Lucerna","2011","Podravska",5.9
"Lucerna","2011","Koroška",8.2
"Lucerna","2011","Savinjska",8.8
"Lucerna","2011","Zasavska",8.3
"Lucerna","2011","Posavska",7.4
"Lucerna","2011","Jugovzhodna Slovenija",8.9
"Lucerna","2011","Osrednjeslovenska",8.0
"Lucerna","2011","Gorenjska",7.7
"Lucerna","2011","Primorsko-notranjska",6.1
"Lucerna","2011","Goriška",7.7
"Lucerna","2011","Obalno-kraška",6.2
"Lucerna","2012","Pomurska",7.0
"Lucerna","2012","Podravska",5.4
"Lucerna","2012","Koroška",8.0
"Lucerna","2012","Savinjska",7.5
"Lucerna","2012","Zasavska",6.5
"Lucerna","2012","Posavska",6.8
"Lucerna","2012","Jugovzhodna Slovenija",6.1
"Lucerna","2012","Osrednjeslovenska",5.9
"Lucerna","2012","Gorenjska",7.3
"Lucerna","2012","Primorsko-notranjska",4.5
"Lucerna","2012","Goriška",6.1
"Lucerna","2012","Obalno-kraška",2.3
"Lucerna","2013","Pomurska",6.9
"Lucerna","2013","Podravska",4.5
"Lucerna","2013","Koroška",6.6
"Lucerna","2013","Savinjska",6.5
"Lucerna","2013","Zasavska",4.0
"Lucerna","2013","Posavska",6.4
"Lucerna","2013","Jugovzhodna Slovenija",5.8
"Lucerna","2013","Osrednjeslovenska",6.4
"Lucerna","2013","Gorenjska",5.9
"Lucerna","2013","Primorsko-notranjska",4.9
"Lucerna","2013","Goriška",8.2
"Lucerna","2013","Obalno-kraška",4.0
"Lucerna","2014","Pomurska",8.8
"Lucerna","2014","Podravska",6.8
"Lucerna","2014","Koroška",6.8
"Lucerna","2014","Savinjska",8.4
"Lucerna","2014","Zasavska",5.2
"Lucerna","2014","Posavska",8.4
"Lucerna","2014","Jugovzhodna Slovenija",9.1
"Lucerna","2014","Osrednjeslovenska",7.3
"Lucerna","2014","Gorenjska",7.9
"Lucerna","2014","Primorsko-notranjska",7.1
"Lucerna","2014","Goriška",11.2
"Lucerna","2014","Obalno-kraška",6.0
"Lucerna","2015","Pomurska",7.5
"Lucerna","2015","Podravska",7.4
"Lucerna","2015","Koroška",6.9
"Lucerna","2015","Savinjska",9.0
"Lucerna","2015","Zasavska",6.3
"Lucerna","2015","Posavska",8.6
"Lucerna","2015","Jugovzhodna Slovenija",9.2
"Lucerna","2015","Osrednjeslovenska",6.5
"Lucerna","2015","Gorenjska",6.9
"Lucerna","2015","Primorsko-notranjska",7.2
"Lucerna","2015","Goriška",10.2
"Lucerna","2015","Obalno-kraška",5.3
"Lucerna","2016","Pomurska",8.0
"Lucerna","2016","Podravska",7.2
"Lucerna","2016","Koroška",7.1
"Lucerna","2016","Savinjska",9.2
"Lucerna","2016","Zasavska",8.6
"Lucerna","2016","Posavska",8.6
"Lucerna","2016","Jugovzhodna Slovenija",10.4
"Lucerna","2016","Osrednjeslovenska",6.2
"Lucerna","2016","Gorenjska",8.7
"Lucerna","2016","Primorsko-notranjska",7.1
"Lucerna","2016","Goriška",8.9
"Lucerna","2016","Obalno-kraška",5.2
"Lucerna","2017","Pomurska",6.5
"Lucerna","2017","Podravska",6.2
"Lucerna","2017","Koroška",6.9
"Lucerna","2017","Savinjska",8.1
"Lucerna","2017","Zasavska",4.2
"Lucerna","2017","Posavska",5.5
"Lucerna","2017","Jugovzhodna Slovenija",6.7
"Lucerna","2017","Osrednjeslovenska",5.5
"Lucerna","2017","Gorenjska",8.5
"Lucerna","2017","Primorsko-notranjska",5.7
"Lucerna","2017","Goriška",7.9
"Lucerna","2017","Obalno-kraška",4.5
"Lucerna","2018","Pomurska",8.0
"Lucerna","2018","Podravska",7.6
"Lucerna","2018","Koroška",7.6
"Lucerna","2018","Savinjska",9.7
"Lucerna","2018","Zasavska",4.5
"Lucerna","2018","Posavska",8.3
"Lucerna","2018","Jugovzhodna Slovenija",9.0
"Lucerna","2018","Osrednjeslovenska",6.3
"Lucerna","2018","Gorenjska",8.3
"Lucerna","2018","Primorsko-notranjska",7.0
"Lucerna","2018","Goriška",11.1
"Lucerna","2018","Obalno-kraška",4.7
"Lucerna","2019","Pomurska",6.8
"Lucerna","2019","Podravska",7.6
"Lucerna","2019","Koroška",7.7
"Lucerna","2019","Savinjska",9.5
"Lucerna","2019","Zasavska",4.5
"Lucerna","2019","Posavska",8.8
"Lucerna","2019","Jugovzhodna Slovenija",9.0
"Lucerna","2019","Osrednjeslovenska",7.6
"Lucerna","2019","Gorenjska",8.2
"Lucerna","2019","Primorsko-notranjska",6.3
"Lucerna","2019","Goriška",6.9
"Lucerna","2019","Obalno-kraška",5.0
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2010","Pomurska",6.8
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2010","Podravska",6.8
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2010","Koroška",5.9
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2010","Savinjska",6.7
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2010","Zasavska",4.5
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2010","Posavska",5.8
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2010","Jugovzhodna Slovenija",5.0
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2010","Osrednjeslovenska",5.8
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2010","Gorenjska",5.9
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2010","Primorsko-notranjska",4.8
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2010","Goriška",5.4
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2010","Obalno-kraška",3.1
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2011","Pomurska",7.0
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2011","Podravska",6.6
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2011","Koroška",5.9
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2011","Savinjska",6.3
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2011","Zasavska",4.6
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2011","Posavska",5.6
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2011","Jugovzhodna Slovenija",5.1
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2011","Osrednjeslovenska",5.4
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2011","Gorenjska",5.6
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2011","Primorsko-notranjska",4.7
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2011","Goriška",5.2
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2011","Obalno-kraška",2.8
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2012","Pomurska",5.2
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2012","Podravska",5.6
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2012","Koroška",5.3
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2012","Savinjska",5.1
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2012","Zasavska",3.7
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2012","Posavska",4.7
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2012","Jugovzhodna Slovenija",3.9
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2012","Osrednjeslovenska",4.8
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2012","Gorenjska",5.0
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2012","Primorsko-notranjska",3.9
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2012","Goriška",3.8
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2012","Obalno-kraška",1.8
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2013","Pomurska",5.3
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2013","Podravska",4.1
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2013","Koroška",3.9
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2013","Savinjska",4.2
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2013","Zasavska",3.6
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2013","Posavska",4.7
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2013","Jugovzhodna Slovenija",3.8
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2013","Osrednjeslovenska",4.5
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2013","Gorenjska",4.4
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2013","Primorsko-notranjska",4.4
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2013","Goriška",4.5
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2013","Obalno-kraška",2.8
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2014","Pomurska",7.0
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2014","Podravska",6.3
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2014","Koroška",5.2
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2014","Savinjska",6.5
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2014","Zasavska",3.9
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2014","Posavska",5.4
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2014","Jugovzhodna Slovenija",6.0
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2014","Osrednjeslovenska",5.4
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2014","Gorenjska",5.6
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2014","Primorsko-notranjska",5.2
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2014","Goriška",5.2
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2014","Obalno-kraška",3.3
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2015","Pomurska",5.5
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2015","Podravska",6.6
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2015","Koroška",5.3
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2015","Savinjska",6.6
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2015","Zasavska",4.2
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2015","Posavska",6.0
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2015","Jugovzhodna Slovenija",6.7
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2015","Osrednjeslovenska",5.9
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2015","Gorenjska",5.9
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2015","Primorsko-notranjska",5.2
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2015","Goriška",5.1
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2015","Obalno-kraška",3.1
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2016","Pomurska",6.1
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2016","Podravska",6.7
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2016","Koroška",5.8
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2016","Savinjska",6.9
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2016","Zasavska",4.3
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2016","Posavska",6.2
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2016","Jugovzhodna Slovenija",6.6
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2016","Osrednjeslovenska",5.9
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2016","Gorenjska",6.0
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2016","Primorsko-notranjska",5.3
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2016","Goriška",5.2
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2016","Obalno-kraška",3.1
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2017","Pomurska",4.6
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2017","Podravska",4.8
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2017","Koroška",5.6
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2017","Savinjska",4.7
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2017","Zasavska",3.1
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2017","Posavska",3.3
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2017","Jugovzhodna Slovenija",3.6
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2017","Osrednjeslovenska",4.8
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2017","Gorenjska",5.8
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2017","Primorsko-notranjska",4.1
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2017","Goriška",4.4
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2017","Obalno-kraška",2.3
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2018","Pomurska",6.1
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2018","Podravska",6.6
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2018","Koroška",6.0
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2018","Savinjska",6.6
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2018","Zasavska",3.5
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2018","Posavska",5.7
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2018","Jugovzhodna Slovenija",6.6
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2018","Osrednjeslovenska",5.8
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2018","Gorenjska",5.8
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2018","Primorsko-notranjska",5.2
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2018","Goriška",5.1
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2018","Obalno-kraška",2.9
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2019","Pomurska",5.5
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2019","Podravska",6.5
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2019","Koroška",6.4
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2019","Savinjska",6.7
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2019","Zasavska",3.7
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2019","Posavska",6.3
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2019","Jugovzhodna Slovenija",6.2
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2019","Osrednjeslovenska",6.0
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2019","Gorenjska",5.8
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2019","Primorsko-notranjska",5.4
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2019","Goriška",4.5
"Trajni travniki in pašniki, vkljuèno s skupnimi travniki in pašniki","2019","Obalno-kraška",2.8
"Belo zelje","2010","Pomurska",31.8
"Belo zelje","2010","Podravska",28.6
"Belo zelje","2010","Koroška",25.5
"Belo zelje","2010","Savinjska",25.6
"Belo zelje","2010","Zasavska",13.0
"Belo zelje","2010","Posavska",40.2
"Belo zelje","2010","Jugovzhodna Slovenija",27.8
"Belo zelje","2010","Osrednjeslovenska",46.2
"Belo zelje","2010","Gorenjska",51.2
"Belo zelje","2010","Primorsko-notranjska",40.9
"Belo zelje","2010","Goriška",17.2
"Belo zelje","2010","Obalno-kraška",25.3
"Belo zelje","2011","Pomurska",38.1
"Belo zelje","2011","Podravska",28.0
"Belo zelje","2011","Koroška",23.7
"Belo zelje","2011","Savinjska",29.0
"Belo zelje","2011","Zasavska",12.9
"Belo zelje","2011","Posavska",35.5
"Belo zelje","2011","Jugovzhodna Slovenija",26.3
"Belo zelje","2011","Osrednjeslovenska",48.4
"Belo zelje","2011","Gorenjska",35.9
"Belo zelje","2011","Primorsko-notranjska",38.1
"Belo zelje","2011","Goriška",18.2
"Belo zelje","2011","Obalno-kraška",20.8
"Belo zelje","2012","Pomurska",27.2
"Belo zelje","2012","Podravska",24.8
"Belo zelje","2012","Koroška",30.2
"Belo zelje","2012","Savinjska",21.0
"Belo zelje","2012","Zasavska",12.6
"Belo zelje","2012","Posavska",29.1
"Belo zelje","2012","Jugovzhodna Slovenija",15.2
"Belo zelje","2012","Osrednjeslovenska",40.3
"Belo zelje","2012","Gorenjska",44.4
"Belo zelje","2012","Primorsko-notranjska",24.9
"Belo zelje","2012","Goriška",10.0
"Belo zelje","2012","Obalno-kraška",11.6
"Belo zelje","2013","Pomurska",22.4
"Belo zelje","2013","Podravska",22.8
"Belo zelje","2013","Koroška",20.5
"Belo zelje","2013","Savinjska",17.8
"Belo zelje","2013","Zasavska",13.5
"Belo zelje","2013","Posavska",25.8
"Belo zelje","2013","Jugovzhodna Slovenija",19.2
"Belo zelje","2013","Osrednjeslovenska",42.1
"Belo zelje","2013","Gorenjska",29.0
"Belo zelje","2013","Primorsko-notranjska",25.3
"Belo zelje","2013","Goriška",9.4
"Belo zelje","2013","Obalno-kraška",12.3
"Belo zelje","2014","Pomurska",27.8
"Belo zelje","2014","Podravska",24.6
"Belo zelje","2014","Koroška",20.4
"Belo zelje","2014","Savinjska",25.7
"Belo zelje","2014","Zasavska",11.7
"Belo zelje","2014","Posavska",27.4
"Belo zelje","2014","Jugovzhodna Slovenija",25.9
"Belo zelje","2014","Osrednjeslovenska",42.7
"Belo zelje","2014","Gorenjska",48.3
"Belo zelje","2014","Primorsko-notranjska",31.6
"Belo zelje","2014","Goriška",24.0
"Belo zelje","2014","Obalno-kraška",21.0
"Belo zelje","2015","Pomurska",31.3
"Belo zelje","2015","Podravska",27.4
"Belo zelje","2015","Koroška",20.5
"Belo zelje","2015","Savinjska",29.2
"Belo zelje","2015","Zasavska",15.1
"Belo zelje","2015","Posavska",29.6
"Belo zelje","2015","Jugovzhodna Slovenija",26.6
"Belo zelje","2015","Osrednjeslovenska",46.1
"Belo zelje","2015","Gorenjska",49.4
"Belo zelje","2015","Primorsko-notranjska",31.5
"Belo zelje","2015","Goriška",24.7
"Belo zelje","2015","Obalno-kraška",22.2
"Belo zelje","2016","Pomurska",33.0
"Belo zelje","2016","Podravska",29.0
"Belo zelje","2016","Koroška",21.3
"Belo zelje","2016","Savinjska",28.0
"Belo zelje","2016","Zasavska",13.3
"Belo zelje","2016","Posavska",27.3
"Belo zelje","2016","Jugovzhodna Slovenija",29.6
"Belo zelje","2016","Osrednjeslovenska",40.5
"Belo zelje","2016","Gorenjska",52.5
"Belo zelje","2016","Primorsko-notranjska",33.3
